,START DATE(UTC),DURATION,NAME
0,20171112,4.736666666666666,38
1,20171112,0.08,66
2,20171112,0.08444444444444445,64
3,20171112,0.06861111111111111,66
4,20171112,0.4666666666666667,54
5,20171112,0.09694444444444444,64
6,20171112,2.7402777777777776,37
7,20171113,0.08166666666666667,66
8,20171113,0.14722222222222223,64
9,20171113,11.224722222222223,38
10,20171113,8.905833333333334,58
11,20171113,0.30722222222222223,13
12,20171113,0.30694444444444446,64
13,20171113,7.720277777777778,53
14,20171113,0.3575,12
15,20171113,0.3572222222222222,64
16,20171113,15.60138888888889,38
17,20171114,9.170277777777779,58
18,20171114,0.28888888888888886,13
19,20171114,0.2886111111111111,64
20,20171114,7.721666666666667,53
21,20171114,0.4127777777777778,12
22,20171114,0.4125,64
23,20171114,2.5838888888888887,38
24,20171115,0.3327777777777778,64
25,20171115,0.9658333333333333,49
26,20171115,0.30027777777777775,64
27,20171115,11.419722222222223,38
28,20171115,9.142777777777777,58
29,20171115,0.30916666666666665,13
30,20171115,0.3088888888888889,64
31,20171115,7.651111111111111,53
32,20171115,0.6163888888888889,12
33,20171115,0.5788888888888889,64
34,20171115,15.411388888888888,38
35,20171116,9.3325,58
36,20171116,0.30277777777777776,13
37,20171116,0.3025,64
38,20171116,7.7,53
39,20171116,0.4072222222222222,12
40,20171116,0.35833333333333334,64
41,20171116,2.608888888888889,38
42,20171117,0.11333333333333333,64
43,20171117,0.74,22
44,20171117,0.10111111111111111,64
45,20171117,12.043888888888889,38
46,20171117,9.232777777777779,58
47,20171117,0.29055555555555557,64
48,20171117,1.241111111111111,9
49,20171117,6.2925,53
50,20171117,0.5538888888888889,12
51,20171117,0.5433333333333333,64
52,20171117,2.5813888888888887,38
53,20171118,0.24583333333333332,64
54,20171118,1.096111111111111,22
55,20171118,0.15527777777777776,64
56,20171118,0.14194444444444446,66
57,20171118,0.04055555555555555,64
58,20171118,17.743055555555557,38
59,20171118,10.670277777777779,58
60,20171118,0.19694444444444445,64
61,20171118,0.7002777777777778,42
62,20171118,1.1558333333333333,54
63,20171118,0.09444444444444444,64
64,20171118,0.9125,54
65,20171119,0.15055555555555555,64
66,20171119,0.19305555555555556,66
67,20171119,22.428333333333335,38
68,20171119,9.090555555555556,58
69,20171119,0.22194444444444444,64
70,20171119,3.37,44
71,20171120,0.21472222222222223,54
72,20171120,0.1713888888888889,64
73,20171120,2.0244444444444443,37
74,20171120,0.08805555555555555,64
75,20171120,14.491388888888888,38
76,20171120,10.654166666666667,58
77,20171120,0.18611111111111112,64
78,20171120,0.5194444444444445,42
79,20171120,0.5469444444444445,64
80,20171120,22.14138888888889,38
81,20171121,11.855277777777777,58
82,20171121,0.6244444444444445,48
83,20171121,0.22,38
84,20171121,0.13944444444444445,64
85,20171121,0.3888888888888889,42
86,20171121,0.09972222222222223,64
87,20171121,4.191111111111111,38
88,20171122,0.32305555555555554,64
89,20171122,0.9122222222222223,49
90,20171122,0.19666666666666666,64
91,20171122,1.321388888888889,22
92,20171122,0.17166666666666666,64
93,20171122,16.7025,38
94,20171122,10.991111111111111,58
95,20171122,1.6225,64
96,20171122,0.5544444444444444,54
97,20171122,1.3286111111111112,64
98,20171123,16.623055555555556,40
99,20171123,9.392222222222221,58
100,20171123,0.4247222222222222,25
101,20171123,0.44805555555555554,66
102,20171123,0.5052777777777778,54
103,20171123,0.12166666666666667,64
104,20171123,0.41638888888888886,54
105,20171123,0.07972222222222222,64
106,20171123,0.4897222222222222,54
107,20171123,0.04027777777777778,66
108,20171123,0.4875,40
109,20171123,0.11444444444444445,66
110,20171123,1.4394444444444445,54
111,20171123,0.0636111111111111,66
112,20171123,4.899166666666667,40
113,20171124,0.03611111111111111,66
114,20171124,1.6144444444444443,54
115,20171124,14.533055555555556,40
116,20171124,10.803055555555556,58
117,20171124,0.17694444444444443,66
118,20171124,0.8761111111111111,54
119,20171124,0.050555555555555555,66
120,20171124,2.7355555555555555,54
121,20171124,0.08472222222222223,66
122,20171124,1.0355555555555556,54
123,20171124,0.0475,66
124,20171124,1.068888888888889,54
125,20171125,0.04611111111111111,66
126,20171125,0.12694444444444444,54
127,20171125,0.06138888888888889,66
128,20171125,17.304444444444446,40
129,20171125,9.768888888888888,58
130,20171125,0.41083333333333333,64
131,20171125,0.37805555555555553,25
132,20171125,0.23277777777777778,64
133,20171125,0.33416666666666667,64
134,20171125,0.22416666666666665,64
135,20171125,0.5727777777777778,42
136,20171125,1.0502777777777779,64
137,20171125,2.9202777777777778,38
138,20171126,0.15888888888888889,64
139,20171126,0.4058333333333333,54
140,20171126,0.15222222222222223,64
141,20171126,0.1411111111111111,66
142,20171126,2.5255555555555556,44
143,20171126,0.11416666666666667,64
144,20171126,16.118333333333332,38
145,20171126,11.419722222222223,58
146,20171126,0.25972222222222224,64
147,20171126,1.1019444444444444,42
148,20171126,0.22,64
149,20171126,0.6647222222222222,54
150,20171126,0.2061111111111111,64
151,20171126,15.739444444444445,38
152,20171127,7.834444444444444,58
153,20171127,0.2838888888888889,13
154,20171127,0.2836111111111111,64
155,20171127,7.691666666666666,53
156,20171127,0.3591666666666667,12
157,20171127,0.35888888888888887,64
158,20171127,15.655277777777778,38
159,20171128,7.8375,58
160,20171128,0.31916666666666665,13
161,20171128,0.13666666666666666,66
162,20171128,0.1425,64
163,20171128,7.7091666666666665,53
164,20171128,0.41944444444444445,12
165,20171128,0.2941666666666667,64
166,20171128,0.1125,54
167,20171128,2.5808333333333335,38
168,20171129,0.3788888888888889,64
169,20171129,1.0633333333333332,49
170,20171129,0.29,64
171,20171129,12.24388888888889,38
172,20171129,8.569166666666666,58
173,20171129,0.39694444444444443,13
174,20171129,0.39666666666666667,64
175,20171129,6.600833333333333,53
176,20171129,0.35638888888888887,12
177,20171129,0.3561111111111111,64
178,20171129,3.151111111111111,38
179,20171130,0.11277777777777778,13
180,20171130,0.05555555555555555,66
181,20171130,1.4627777777777777,53
182,20171130,0.10444444444444445,12
183,20171130,0.10416666666666667,19
184,20171130,10.776111111111112,38
185,20171130,8.207777777777778,58
186,20171130,0.3388888888888889,13
187,20171130,0.3125,64
188,20171130,7.6627777777777775,53
189,20171130,0.3958333333333333,12
190,20171130,0.3947222222222222,64
