,START DATE(UTC),DURATION,DAY OF THE WEEK
562,2019-08-22,13.084722222222222,Tuesday
563,2019-08-23,14.86388888888889,Wednesday
564,2019-08-24,20.461388888888887,Thursday
565,2019-08-25,20.970555555555556,Friday
566,2019-08-26,11.582777777777778,Saturday
567,2019-08-27,27.239166666666666,Sunday
568,2019-08-29,13.022777777777778,Monday
569,2019-08-30,11.492777777777778,Tuesday
570,2019-08-31,35.91694444444445,Wednesday
571,2019-09-01,13.883611111111112,Thursday
572,2019-09-02,18.959444444444443,Friday
573,2019-09-03,14.140833333333333,Saturday
574,2019-09-04,13.95638888888889,Sunday
575,2019-09-05,13.235,Monday
576,2019-09-07,40.14083333333333,Tuesday
577,2019-09-08,15.675555555555556,Wednesday
578,2019-09-10,27.110833333333332,Thursday
579,2019-09-11,14.052222222222222,Friday
580,2019-09-13,12.872222222222222,Saturday
581,2019-09-14,38.00694444444444,Sunday
582,2019-09-15,6.868888888888889,Monday
583,2019-09-16,9.563611111111111,Tuesday
584,2019-09-17,13.061666666666667,Wednesday
585,2019-09-18,25.89944444444444,Thursday
586,2019-09-19,13.966944444444444,Friday
587,2019-09-20,1.8225,Saturday
588,2019-09-21,36.481944444444444,Sunday
589,2019-09-22,16.052777777777777,Monday
590,2019-09-23,0.5155555555555555,Tuesday
591,2019-09-24,12.258333333333333,Wednesday
592,2019-09-25,26.132222222222225,Thursday
593,2019-09-26,13.165277777777778,Friday
594,2019-09-27,0.6416666666666667,Saturday
595,2019-09-28,51.294444444444444,Sunday
596,2019-09-30,0.20083333333333334,Monday
597,2019-10-01,15.265555555555556,Tuesday
598,2019-10-02,26.473333333333333,Wednesday
599,2019-10-04,15.32611111111111,Thursday
600,2019-10-05,17.780277777777776,Friday
601,2019-10-06,35.275555555555556,Saturday
602,2019-10-07,13.3125,Sunday
603,2019-10-08,0.9583333333333334,Monday
604,2019-10-09,25.21333333333333,Tuesday
605,2019-10-10,15.411666666666667,Wednesday
606,2019-10-12,37.98361111111112,Thursday
607,2019-10-13,17.12361111111111,Friday
608,2019-10-14,18.190277777777776,Saturday
609,2019-10-15,0.17555555555555555,Sunday
610,2019-10-16,14.266666666666666,Monday
611,2019-10-17,10.079444444444444,Tuesday
612,2019-10-18,14.828888888888889,Wednesday
613,2019-10-19,14.333055555555555,Thursday
614,2019-10-20,31.63,Friday
615,2019-10-21,15.231666666666667,Saturday
616,2019-10-22,3.2216666666666667,Sunday
617,2019-10-23,28.166944444444447,Monday
618,2019-10-24,15.588333333333333,Tuesday
619,2019-10-26,15.444166666666666,Wednesday
620,2019-10-27,46.19222222222222,Thursday
621,2019-10-28,1.3825,Friday
622,2019-10-29,33.45305555555556,Saturday
623,2019-10-30,16.514444444444443,Sunday
624,2019-10-31,1.3463888888888889,Monday
625,2019-11-01,26.212222222222223,Tuesday
626,2019-11-02,20.336944444444445,Wednesday
627,2019-11-03,35.8675,Thursday
628,2019-11-04,15.694444444444445,Friday
629,2019-11-05,16.48138888888889,Saturday
630,2019-11-06,15.536388888888888,Sunday
631,2019-11-07,15.706666666666667,Monday
632,2019-11-08,1.8827777777777779,Tuesday
633,2019-11-09,20.416944444444447,Wednesday
634,2019-11-10,35.839444444444446,Thursday
635,2019-11-11,15.633055555555556,Friday
